% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
7, 2, 2128, 183, 166, 0.80, 2.20, 89713, 240084, 0.00, 0.00, 0.00, 0.00, 0.00, 2.80, 3.60, 70.00, 109.00, 3.2, 406, 1527165, 90
18, 1, 5654, 1130, 1089, 5.20, 4.00, 967478, 900948, 0.00, 0.00, 0.00, 0.00, 0.60, 4.20, 5.80, 287.80, 429.00, 1.7, 740, 1055050, 72
21, 29, 1670, 28, 49, 0.20, 0.20, 19096, 28284, 2.20, 2.60, 39.80, 65.80, 0.60, 52.60, 52.60, 15.60, 74.80, 2.4, 124, 1759971, 93
7, 2, 1305, 89, 108, 0.60, 2.20, 121604, 89237, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.80, 87.00, 66.00, 1.0, 482, 1065374, 95
2, 1, 158, 8, 9, 0.20, 0.20, 7007, 3677, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.2, 7739, 1880280, 99
14, 8, 5333, 193, 128, 3.58, 11.93, 46335, 36128, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.80, 275.94, 295.43, 3.4, 997, 1530475, 75
1, 0, 4748, 256, 168, 0.80, 3.00, 11643, 46726, 0.00, 0.00, 0.00, 0.00, 0.00, 2.80, 2.80, 32.20, 70.80, 1.3, 726, 1116712, 86
33, 28, 5504, 439, 253, 3.40, 4.20, 395654, 70646, 9.40, 24.00, 29.60, 126.80, 4.20, 6.40, 9.80, 220.80, 424.40, 2.0, 204, 1134814, 72
5, 2, 3841, 194, 189, 0.80, 1.99, 12984, 96970, 0.00, 0.00, 0.00, 0.00, 0.00, 2.98, 4.97, 44.93, 93.44, 2.0, 436, 1064942, 87
1, 1, 458, 21, 17, 0.20, 0.20, 8171, 5971, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.40, 16.80, 1.0, 8968, 1872928, 99
88, 104, 5849, 473, 441, 8.40, 16.00, 241603, 199394, 7.40, 13.60, 28.40, 33.20, 0.00, 8.80, 11.80, 337.80, 560.20, 1.0, 153, 1090811, 62
5, 1, 2481, 219, 153, 1.40, 3.00, 276794, 210452, 11.60, 16.20, 16.20, 0.00, 9.40, 23.20, 51.60, 193.00, 231.40, 3.8, 449, 1383576, 84
0, 0, 964, 94, 50, 0.20, 0.20, 307373, 17623, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 17.00, 2.0, 666, 1757760, 85
15, 12, 1664, 109, 79, 1.20, 1.00, 62620, 31710, 5.79, 6.39, 7.19, 3.79, 2.59, 9.38, 10.18, 67.86, 173.85, 5.0, 244, 1059291, 89
12, 3, 2857, 159, 132, 1.60, 3.00, 126476, 116554, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.60, 92.80, 214.20, 2.2, 2989, 1547434, 89
0, 0, 1657, 43, 29, 0.20, 0.20, 9241, 12063, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 15.00, 18.00, 2.0, 1050, 1762933, 92
4, 3, 2938, 148, 127, 0.60, 3.40, 18373, 38276, 0.00, 0.00, 0.00, 0.00, 0.00, 7.80, 8.20, 25.20, 80.60, 2.0, 376, 994544, 91
5, 1, 1965, 207, 125, 0.40, 1.00, 193174, 22877, 3.80, 9.20, 16.00, 25.80, 9.40, 41.80, 42.40, 31.40, 122.80, 3.8, 172, 1085874, 91
7, 0, 2107, 235, 154, 7.21, 3.81, 132739, 29310, 3.61, 6.21, 7.62, 6.41, 0.20, 2.40, 3.81, 312.63, 594.39, 1.0, 318, 1022535, 81
6, 4, 1932, 66, 85, 1.00, 0.80, 67203, 79964, 13.60, 23.00, 27.80, 18.80, 6.20, 11.80, 13.60, 91.80, 147.80, 3.5, 165, 1128728, 90
15, 10, 3781, 346, 168, 2.40, 3.21, 307016, 76305, 3.81, 4.21, 8.62, 18.44, 5.21, 1.40, 1.40, 154.91, 296.99, 5.2, 155, 1004704, 85
18, 11, 4068, 280, 140, 3.00, 4.60, 320517, 55276, 0.00, 0.00, 0.00, 0.00, 5.80, 9.20, 32.40, 264.40, 381.60, 1.0, 489, 1014958, 81
0, 0, 237, 11, 24, 0.40, 0.40, 3108, 58724, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 34.67, 33.47, 1.0, 6855, 1857699, 97
45, 0, 3575, 217, 131, 11.60, 35.00, 197409, 41178, 6.00, 20.40, 41.20, 70.60, 0.00, 15.40, 28.20, 378.40, 740.20, 2.2, 135, 1091397, 63
7, 4, 3338, 734, 110, 1.00, 1.40, 2408325, 41666, 0.00, 0.00, 0.00, 0.00, 0.80, 10.20, 15.20, 82.20, 172.20, 1.7, 2443, 1088307, 85
3, 2, 537, 22, 28, 0.20, 0.20, 11166, 12932, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.79, 16.17, 53.29, 1.0, 755, 1036805, 96
47, 64, 1364, 432, 273, 0.60, 0.60, 965273, 950976, 26.60, 83.00, 209.80, 433.20, 0.00, 54.80, 107.40, 51.80, 83.80, 52, 75, 25, 0
21, 20, 1949, 232, 153, 0.20, 0.20, 17171, 29878, 6.20, 12.20, 12.20, 0.00, 0.00, 1.20, 1.20, 24.60, 28.80, 1.0, 508, 1070658, 91
36, 55, 4085, 156, 137, 0.20, 0.20, 8149, 6247, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 1.80, 16.00, 45.80, 2.2, 794, 1447821, 94
0, 0, 367, 62, 43, 0.40, 0.60, 38562, 12342, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.40, 30.60, 41.00, 1.2, 710, 1753534, 96
1, 0, 443, 54, 25, 0.20, 0.20, 31996, 16345, 0.40, 0.40, 3.00, 7.20, 0.00, 0.60, 1.00, 16.00, 24.40, 3.0, 132, 1711738, 97
53, 71, 4201, 461, 384, 4.20, 2.80, 185684, 64437, 5.80, 10.20, 10.20, 0.00, 0.40, 7.20, 7.80, 214.40, 361.00, 1.6, 240, 984506, 72
1, 1, 600, 158, 41, 0.60, 1.00, 476298, 133721, 0.00, 0.00, 0.00, 0.00, 0.00, 3.60, 3.60, 51.20, 68.20, 3.0, 6006, 1835992, 91
11, 2, 2485, 265, 147, 1.40, 2.80, 496095, 18723, 0.60, 0.60, 0.60, 0.00, 1.00, 5.80, 8.80, 101.40, 209.20, 1.5, 460, 1131946, 86
15, 15, 419, 189, 62, 0.20, 0.20, 322341, 310319, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 17.00, 2.4, 5333, 1825789, 97
2, 1, 542, 89, 65, 0.40, 0.40, 2453, 16876, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29.40, 40.60, 2.2, 667, 1721728, 96
2, 1, 1125, 124, 78, 0.80, 2.40, 225895, 24254, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 80.24, 168.26, 2.0, 2190, 1007462, 91
14, 3, 3542, 360, 259, 3.40, 1.20, 458811, 147720, 10.80, 19.00, 22.20, 16.40, 1.40, 11.00, 11.40, 173.80, 342.00, 2.0, 225, 1077714, 81
3, 2, 2656, 162, 110, 1.20, 2.00, 110401, 28047, 0.00, 0.00, 0.00, 0.00, 5.01, 3.21, 4.21, 114.03, 198.80, 2.0, 542, 1018144, 91
17, 2, 2614, 208, 113, 0.60, 1.80, 560315, 22349, 0.00, 0.00, 0.00, 0.00, 0.00, 2.59, 3.19, 54.29, 160.08, 1.8, 608, 1103864, 87
5, 2, 4313, 364, 218, 0.60, 0.60, 195525, 90675, 9.60, 11.60, 15.60, 7.60, 0.60, 3.40, 3.80, 56.00, 115.20, 1.6, 170, 1066182, 85
0, 0, 1977, 256, 133, 0.60, 2.61, 225802, 37213, 1.20, 2.00, 2.00, 0.00, 2.81, 6.61, 8.22, 46.49, 113.63, 2.2, 299, 1105616, 91
54, 69, 1720, 143, 105, 0.80, 1.20, 175782, 34995, 0.00, 0.00, 0.00, 0.00, 0.00, 17.40, 24.20, 55.40, 75.40, 594, 88, 12, 0
1, 0, 2381, 118, 119, 0.20, 0.20, 17002, 111682, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.60, 16.80, 2.4, 640, 1645008, 95
24, 7, 1248, 173, 105, 0.80, 2.59, 308625, 114117, 20.36, 31.54, 45.71, 30.14, 8.98, 23.95, 33.13, 76.85, 254.29, 181, 87, 13, 0
8, 6, 1572, 121, 123, 0.40, 0.40, 25373, 68247, 2.79, 4.59, 4.39, 0.00, 0.20, 12.18, 13.57, 30.74, 82.04, 4.8, 360, 1101980, 93
20, 2, 3229, 197, 115, 4.80, 5.20, 270106, 85338, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 253.80, 443.80, 3.8, 1491, 1547806, 83
51, 71, 1824, 161, 118, 0.60, 0.60, 78411, 94050, 0.60, 0.60, 0.60, 0.00, 0.20, 0.60, 0.60, 44.60, 65.40, 1.5, 302, 989306, 92
41, 61, 956, 101, 82, 1.60, 4.60, 49004, 29774, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 1.20, 86.80, 98.80, 6.0, 573, 1056264, 91
14, 12, 4004, 225, 142, 0.40, 0.40, 149008, 89163, 3.80, 7.40, 7.20, 0.00, 0.40, 10.60, 13.00, 29.80, 70.20, 4.6, 218, 1337400, 89
1, 0, 414, 37, 34, 0.60, 1.00, 72460, 10038, 0.00, 0.00, 0.00, 0.00, 0.00, 8.20, 15.80, 59.40, 96.20, 1.4, 4024, 1779862, 90
29, 6, 2375, 146, 123, 2.00, 3.19, 109539, 39984, 0.00, 0.00, 0.00, 0.00, 0.00, 8.98, 9.98, 116.57, 226.75, 1.0, 663, 1018837, 89
35, 51, 4033, 193, 155, 0.20, 0.20, 53695, 33261, 0.00, 0.00, 0.00, 0.00, 0.00, 10.02, 17.84, 15.83, 83.17, 1.5, 1038, 1081435, 89
2, 0, 3599, 227, 124, 0.40, 0.40, 247883, 214426, 0.00, 0.00, 0.00, 0.00, 0.00, 8.20, 12.80, 32.80, 70.20, 3.8, 4180, 1344790, 91
12, 0, 4951, 579, 495, 9.40, 4.40, 329231, 42171, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 462.20, 711.00, 2.2, 984, 1056850, 69
1, 0, 2370, 216, 165, 0.60, 2.59, 91492, 123945, 3.59, 5.79, 5.79, 0.00, 0.00, 11.78, 15.57, 25.55, 60.68, 1.5, 285, 1102248, 86
2, 0, 1567, 133, 137, 0.20, 0.20, 41338, 73068, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.40, 18.80, 23.60, 2.0, 6175, 1727312, 96
26, 7, 3681, 262, 137, 1.60, 3.40, 202491, 143767, 4.40, 23.00, 97.80, 170.40, 2.20, 22.00, 39.40, 113.80, 322.80, 6.2, 164, 1536462, 83
18, 0, 5276, 681, 528, 8.00, 2.20, 353135, 151126, 1.60, 1.60, 1.60, 0.00, 0.20, 2.20, 3.80, 375.80, 566.00, 6.2, 231, 1544432, 73
18, 14, 1405, 97, 75, 0.80, 0.80, 281552, 44324, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.40, 66.80, 66.60, 3.4, 613, 1514861, 93
0, 0, 1425, 92, 53, 0.20, 0.20, 214550, 15664, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 15.80, 31.60, 1.0, 2191, 1009408, 95
0, 0, 182, 16, 30, 0.20, 0.20, 10672, 35469, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 2698, 1771613, 97
0, 0, 802, 28, 31, 0.20, 0.20, 4235, 54696, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.40, 16.80, 1.0, 6799, 1853384, 98
0, 0, 1369, 245, 109, 0.20, 0.20, 27830, 389081, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 19.40, 2.2, 5713, 1817542, 93
48, 68, 3283, 134, 125, 0.40, 0.40, 33832, 23626, 4.20, 9.00, 9.00, 0.00, 0.60, 1.80, 2.20, 36.40, 56.20, 1.0, 461, 1129531, 89
0, 0, 184, 11, 25, 0.20, 0.20, 2065, 10058, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 7733, 1881032, 97
2, 1, 2675, 143, 94, 0.20, 0.20, 304215, 19274, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 3.80, 106.00, 22.40, 3.0, 690, 1757880, 81
10, 0, 3003, 447, 383, 9.00, 2.80, 273594, 10059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 460.00, 649.20, 3.4, 8659, 1865656, 79
37, 37, 3127, 266, 193, 0.60, 1.80, 21713, 134601, 0.00, 0.00, 0.00, 0.00, 0.20, 1.00, 1.40, 39.40, 93.20, 2.8, 360, 1025109, 91
9, 0, 2079, 316, 256, 4.41, 3.01, 158458, 40402, 0.00, 0.00, 0.00, 0.00, 1.20, 2.40, 2.40, 198.80, 316.43, 2.2, 550, 1024770, 82
0, 0, 2611, 286, 167, 0.20, 0.20, 82615, 83485, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 16.00, 21.80, 5.2, 3047, 1601744, 92
4, 0, 973, 130, 120, 0.80, 4.00, 56826, 40037, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 5.60, 61.40, 166.80, 2.2, 2071, 1732128, 93
33, 42, 2995, 183, 140, 0.40, 0.40, 41711, 69821, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 31.40, 60.40, 1.0, 598, 1077210, 88
116, 52, 1417, 197, 142, 3.60, 6.20, 165098, 108109, 3.00, 12.80, 12.80, 0.00, 1.60, 23.80, 33.80, 190.80, 343.20, 1.0, 311, 982754, 84
5, 3, 842, 52, 30, 1.00, 1.20, 118262, 20988, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 87.80, 111.60, 1.4, 6699, 1840197, 93
8, 0, 1803, 367, 300, 0.20, 0.20, 516137, 229603, 5.61, 41.88, 118.04, 216.23, 3.01, 43.09, 88.78, 14.23, 94.99, 1.2, 130, 1044431, 89
9, 1, 2783, 391, 223, 2.00, 3.99, 561054, 53145, 0.00, 0.00, 0.00, 0.00, 0.00, 4.59, 7.98, 141.32, 201.60, 2.8, 2783, 1732179, 86
22, 0, 2209, 254, 166, 4.80, 4.20, 145759, 100835, 5.40, 11.20, 51.40, 86.00, 0.00, 19.20, 22.80, 235.80, 471.40, 2.6, 150, 1061107, 76
4, 0, 2822, 248, 157, 0.40, 0.40, 293231, 118889, 0.00, 0.00, 0.00, 0.00, 0.00, 4.61, 4.61, 34.87, 116.23, 3.2, 624, 1083872, 92
2, 2, 1447, 134, 115, 0.40, 0.40, 9940, 25644, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 1.60, 37.27, 41.68, 3.2, 1054, 1130742, 93
2, 0, 2040, 230, 91, 0.20, 0.20, 65806, 28087, 0.00, 0.00, 0.00, 0.00, 0.40, 19.16, 24.15, 14.77, 79.64, 3.4, 3917, 1715626, 94
9, 5, 1879, 318, 195, 1.20, 0.80, 1598065, 1456441, 1.20, 1.60, 1.60, 0.00, 0.40, 1.60, 2.00, 70.06, 120.36, 216, 89, 11, 0
37, 20, 4736, 409, 305, 4.39, 2.20, 186131, 124064, 0.00, 0.00, 0.00, 0.00, 0.00, 2.59, 2.79, 269.06, 392.81, 3.6, 3551, 1544251, 81
10, 1, 3851, 489, 415, 7.80, 2.20, 371419, 94611, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 389.00, 553.40, 2.0, 8226, 1835470, 72
6, 3, 1480, 84, 80, 0.40, 0.80, 3808, 46665, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 3.01, 47.49, 86.37, 502, 94, 6, 0
52, 60, 1367, 165, 91, 1.20, 2.00, 40521, 32978, 1.00, 4.00, 6.80, 9.20, 0.40, 2.40, 2.80, 77.40, 243.40, 1.6, 362, 966408, 88
13, 11, 1092, 85, 46, 0.60, 3.00, 23660, 15429, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.80, 35.60, 42.60, 2.2, 4908, 1673408, 95
0, 0, 3197, 108, 72, 0.20, 0.20, 6617, 20668, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.20, 16.80, 1.8, 1399, 1753960, 89
1, 0, 725, 92, 77, 0.60, 0.60, 35358, 12244, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 42.40, 49.60, 1.2, 673, 1760488, 90
22, 8, 6630, 202, 115, 3.80, 9.40, 279697, 9693, 0.00, 0.00, 0.00, 0.00, 0.00, 10.40, 10.80, 261.20, 363.60, 5.8, 821, 1529410, 73
0, 0, 1431, 44, 55, 0.20, 0.20, 12448, 19666, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.20, 13.20, 16.80, 1.0, 566, 1752792, 97
4, 0, 2965, 268, 197, 2.81, 0.80, 352731, 28323, 1.40, 1.60, 1.60, 0.00, 0.20, 2.81, 3.01, 142.69, 224.05, 2.0, 264, 1068253, 86
10, 9, 1339, 81, 74, 1.00, 0.60, 13140, 25936, 1.20, 1.20, 1.20, 0.00, 0.40, 6.20, 6.40, 48.00, 95.40, 1.8, 150, 1059384, 94
39, 56, 1053, 41, 40, 0.20, 0.20, 4447, 14290, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 16.23, 32.67, 372, 95, 5, 0
13, 9, 1946, 223, 174, 3.79, 10.98, 526411, 33407, 8.78, 56.49, 132.53, 226.55, 0.40, 75.65, 130.74, 131.94, 261.28, 1.5, 119, 1103984, 79
0, 0, 246, 46, 17, 0.20, 0.20, 252455, 4969, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.97, 16.97, 1.2, 7290, 1860126, 98
28, 36, 2862, 193, 101, 3.80, 4.20, 217700, 62552, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 1.20, 219.60, 331.40, 2.4, 390, 1767661, 79
7, 0, 5339, 364, 240, 1.40, 1.40, 671122, 426880, 0.00, 0.00, 0.00, 0.00, 0.20, 13.60, 26.40, 121.00, 189.80, 6.2, 1256, 1337077, 80
1, 0, 2967, 188, 134, 0.60, 0.60, 155568, 54454, 0.00, 0.00, 0.00, 0.00, 0.00, 8.00, 11.80, 40.80, 84.20, 3.8, 802, 1064942, 88
30, 24, 1655, 106, 74, 4.41, 5.41, 139219, 47304, 3.21, 7.41, 21.84, 30.46, 1.00, 14.63, 27.66, 292.99, 612.83, 3.0, 346, 1015801, 78
27, 37, 882, 92, 71, 0.40, 0.40, 38612, 31518, 2.99, 5.59, 8.78, 15.97, 0.00, 10.38, 11.58, 31.54, 66.47, 1.0, 148, 1011275, 94
20, 13, 4257, 403, 298, 3.01, 3.21, 236001, 145168, 0.00, 0.00, 0.00, 0.00, 0.00, 11.82, 14.03, 182.77, 350.30, 2.5, 2384, 1094818, 80
1, 0, 3017, 136, 112, 0.20, 0.20, 59665, 113330, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 5.00, 15.80, 39.40, 2.4, 434, 1630134, 94
19, 14, 3392, 577, 572, 2.00, 2.60, 483123, 507757, 0.00, 0.00, 0.00, 0.00, 0.00, 9.20, 13.80, 368.60, 225.40, 1.0, 546, 1059475, 79
86, 78, 6870, 484, 356, 8.20, 15.00, 344994, 151519, 0.00, 0.00, 0.00, 0.00, 0.20, 28.60, 33.20, 469.00, 725.40, 5.4, 512, 1539402, 60
5, 2, 2561, 198, 169, 3.00, 1.00, 129015, 29495, 3.00, 3.00, 2.60, 0.00, 0.80, 0.60, 1.20, 140.20, 208.60, 1.6, 230, 1750422, 90
1, 1, 1693, 143, 147, 0.20, 0.20, 20310, 27719, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 4.00, 16.20, 25.60, 1.5, 521, 1066154, 95
26, 23, 2344, 421, 181, 0.60, 2.20, 635411, 590079, 0.00, 0.00, 0.00, 0.00, 0.00, 27.80, 53.40, 54.20, 161.20, 816, 85, 14, 0
234, 88, 3259, 483, 287, 6.39, 17.17, 1023657, 222304, 1.20, 11.18, 11.18, 0.00, 0.20, 32.34, 53.89, 275.25, 547.90, 4.2, 425, 1088819, 69
14, 10, 2275, 312, 228, 3.21, 1.20, 565950, 400919, 0.00, 0.00, 0.00, 0.00, 0.00, 45.89, 90.78, 171.54, 352.10, 3.4, 3791, 1041151, 80
4, 2, 1817, 240, 71, 0.20, 0.20, 21627, 10457, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 20.40, 17.00, 2.0, 2560, 1701149, 94
12, 8, 775, 71, 37, 3.80, 4.20, 125517, 40041, 0.00, 0.00, 0.00, 0.00, 0.00, 4.20, 6.00, 309.40, 331.00, 1.4, 2613, 1794333, 79
2, 0, 2590, 167, 248, 0.80, 0.40, 117072, 179675, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 58.20, 78.80, 2.4, 539, 1759701, 91
4, 0, 2139, 192, 76, 2.80, 4.00, 254183, 69772, 5.20, 5.80, 5.80, 0.00, 1.00, 3.20, 6.00, 237.00, 321.00, 1.8, 218, 1752714, 86
50, 62, 2562, 239, 181, 1.00, 3.00, 171071, 86083, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 101.20, 159.40, 4.0, 2551, 1537406, 86
44, 56, 3665, 275, 231, 1.60, 0.80, 227554, 39676, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 2.40, 172.85, 163.27, 1.2, 2016, 966448, 82
2, 0, 1368, 136, 75, 0.20, 0.20, 51529, 59177, 0.00, 0.00, 0.00, 0.00, 0.00, 6.20, 6.80, 18.60, 45.60, 1.2, 698, 1062493, 94
14, 5, 5744, 583, 274, 3.39, 2.59, 389123, 235864, 0.00, 0.00, 0.00, 0.00, 0.00, 26.95, 29.74, 165.47, 371.66, 5.4, 1434, 1615471, 78
1, 1, 960, 51, 40, 0.20, 0.20, 108053, 44913, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.4, 6930, 1879101, 97
12, 5, 5935, 356, 199, 1.40, 0.80, 173332, 74812, 0.60, 0.60, 0.60, 0.00, 0.00, 4.20, 6.20, 79.60, 138.00, 5.2, 315, 1296418, 78
9, 6, 1538, 145, 100, 0.20, 0.20, 240721, 48736, 0.60, 0.60, 0.80, 0.20, 0.20, 7.80, 10.00, 27.80, 33.40, 355, 93, 7, 0
28, 40, 2957, 261, 164, 0.20, 0.20, 201445, 80840, 7.00, 9.60, 16.60, 16.20, 4.00, 26.80, 27.40, 20.60, 69.40, 4.4, 167, 1014187, 88
0, 0, 1006, 44, 41, 0.60, 0.80, 3325, 8798, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 34.40, 45.80, 1.0, 1377, 1746506, 97
4, 0, 2148, 108, 77, 2.60, 8.00, 130916, 26669, 2.40, 3.60, 3.60, 0.00, 2.20, 2.00, 2.40, 129.00, 214.80, 2.4, 267, 1751203, 91
9, 1, 3357, 149, 145, 1.00, 1.20, 122904, 40944, 0.00, 0.00, 0.00, 0.00, 0.00, 6.19, 6.59, 62.67, 104.79, 5.2, 3092, 1538472, 89
1, 0, 1132, 32, 30, 0.20, 0.20, 5381, 22916, 1.40, 1.40, 1.40, 0.00, 0.00, 0.60, 0.80, 16.60, 18.80, 3.2, 172, 1714160, 96
0, 0, 765, 81, 62, 0.20, 0.20, 34390, 36627, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.63, 16.83, 1.2, 1723, 1771888, 91
24, 31, 489, 61, 133, 0.20, 0.20, 38044, 33334, 0.00, 0.00, 0.00, 0.00, 0.20, 0.80, 0.80, 17.20, 24.60, 2.2, 1099, 1717939, 96
5, 0, 5291, 298, 214, 0.80, 1.00, 250499, 60387, 0.00, 0.00, 0.00, 0.00, 0.20, 17.00, 18.80, 67.20, 289.00, 1.0, 654, 995230, 86
10, 9, 1548, 137, 95, 0.60, 0.60, 30463, 36164, 0.00, 0.00, 0.00, 0.00, 0.00, 3.41, 3.81, 51.50, 129.66, 2.0, 676, 980412, 90
27, 38, 1292, 67, 46, 0.20, 0.20, 2864, 18973, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.00, 15.63, 31.86, 1.2, 1153, 1748641, 96
14, 2, 3735, 239, 226, 3.00, 1.40, 159807, 115748, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 18.60, 144.60, 232.40, 3.8, 3534, 1551085, 86
0, 0, 615, 40, 24, 0.20, 0.20, 17074, 9089, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 15.60, 17.00, 2.0, 4592, 1731704, 98
0, 0, 770, 204, 56, 0.20, 0.20, 1299349, 304151, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 3.20, 15.40, 23.20, 3.2, 3516, 1810597, 88
10, 6, 2698, 154, 95, 0.60, 2.00, 41837, 23966, 0.80, 0.80, 0.80, 0.00, 0.40, 3.00, 6.00, 56.20, 68.60, 2.8, 313, 1111091, 91
